01/05/2025 16:26:55 Training is starting...
01/05/2025 17:34:42 Epoch 38 train_f_rmse: 0.05704491
01/05/2025 17:34:42 Epoch 38 lr-Adam: 0.00640000
01/05/2025 17:34:42 Epoch 38 val_e_rmse: 0.00612663
01/05/2025 17:34:42 Epoch 38 val_f_rmse: 0.07188897
01/05/2025 17:36:28 Epoch 39 val_loss: 5.88311148
01/05/2025 17:36:28 Epoch 39 train_e: 0.00218434
01/05/2025 17:36:28 Epoch 39 train_f: 0.04221823
01/05/2025 17:36:28 Epoch 39 train_e_rmse: 0.00218434
01/05/2025 17:36:28 Epoch 39 train_f_rmse: 0.04221823
01/05/2025 17:36:28 Epoch 39 lr-Adam: 0.00640000
01/05/2025 17:36:28 Epoch 39 val_e_rmse: 0.01262928
01/05/2025 17:36:28 Epoch 39 val_f_rmse: 0.07388180
01/05/2025 17:38:15 Epoch 40 val_loss: 5.08560228
01/05/2025 17:38:15 Epoch 40 train_e: 0.00137585
01/05/2025 17:38:15 Epoch 40 train_f: 0.05803613
01/05/2025 17:38:15 Epoch 40 train_e_rmse: 0.00137585
01/05/2025 17:38:15 Epoch 40 train_f_rmse: 0.05803613
01/05/2025 17:38:15 Epoch 40 lr-Adam: 0.00640000
01/05/2025 17:38:15 Epoch 40 val_e_rmse: 0.00647595
01/05/2025 17:38:15 Epoch 40 val_f_rmse: 0.07028487
01/05/2025 17:40:01 Epoch 41 val_loss: 4.67902994
01/05/2025 17:40:01 Epoch 41 train_e: 0.00779992
01/05/2025 17:40:01 Epoch 41 train_f: 0.06175965
01/05/2025 17:40:01 Epoch 41 train_e_rmse: 0.00779992
01/05/2025 17:40:01 Epoch 41 train_f_rmse: 0.06175965
01/05/2025 17:40:01 Epoch 41 lr-Adam: 0.00640000
01/05/2025 17:40:01 Epoch 41 val_e_rmse: 0.00481572
01/05/2025 17:40:01 Epoch 41 val_f_rmse: 0.06768095
01/05/2025 17:41:46 Epoch 42 val_loss: 4.39790630
01/05/2025 17:41:46 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 17:41:46 Epoch 42 train_e: 0.01152058
01/05/2025 17:41:46 Epoch 42 train_f: 0.04540587
01/05/2025 17:41:46 Epoch 42 train_e_rmse: 0.01152058
01/05/2025 17:41:46 Epoch 42 train_f_rmse: 0.04540587
01/05/2025 17:41:46 Epoch 42 lr-Adam: 0.00640000
01/05/2025 17:41:46 Epoch 42 val_e_rmse: 0.00280701
01/05/2025 17:41:46 Epoch 42 val_f_rmse: 0.06576087
01/05/2025 17:43:33 Epoch 43 val_loss: 5.41715813
01/05/2025 17:43:33 Epoch 43 train_e: 0.00498986
01/05/2025 17:43:33 Epoch 43 train_f: 0.06377903
01/05/2025 17:43:33 Epoch 43 train_e_rmse: 0.00498986
01/05/2025 17:43:33 Epoch 43 train_f_rmse: 0.06377903
01/05/2025 17:43:33 Epoch 43 lr-Adam: 0.00640000
01/05/2025 17:43:33 Epoch 43 val_e_rmse: 0.00921845
01/05/2025 17:43:33 Epoch 43 val_f_rmse: 0.07191027
01/05/2025 17:45:20 Epoch 44 val_loss: 4.75193501
01/05/2025 17:45:20 Epoch 44 train_e: 0.00528153
01/05/2025 17:45:20 Epoch 44 train_f: 0.04805468
01/05/2025 17:45:20 Epoch 44 train_e_rmse: 0.00528153
01/05/2025 17:45:20 Epoch 44 train_f_rmse: 0.04805468
01/05/2025 17:45:20 Epoch 44 lr-Adam: 0.00640000
01/05/2025 17:45:20 Epoch 44 val_e_rmse: 0.01414709
01/05/2025 17:45:20 Epoch 44 val_f_rmse: 0.06530951
01/05/2025 17:47:06 Epoch 45 val_loss: 4.92579126
01/05/2025 17:47:06 Epoch 45 train_e: 0.00195553
01/05/2025 17:47:06 Epoch 45 train_f: 0.05583978
01/05/2025 17:47:06 Epoch 45 train_e_rmse: 0.00195553
01/05/2025 17:47:06 Epoch 45 train_f_rmse: 0.05583978
01/05/2025 17:47:06 Epoch 45 lr-Adam: 0.00640000
01/05/2025 17:47:06 Epoch 45 val_e_rmse: 0.00690129
01/05/2025 17:47:06 Epoch 45 val_f_rmse: 0.06898981
01/05/2025 17:48:52 Epoch 46 val_loss: 4.29723358
01/05/2025 17:48:52 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 17:48:52 Epoch 46 train_e: 0.00650457
01/05/2025 17:48:52 Epoch 46 train_f: 0.06198092
01/05/2025 17:48:52 Epoch 46 train_e_rmse: 0.00650457
01/05/2025 17:48:52 Epoch 46 train_f_rmse: 0.06198092
01/05/2025 17:48:52 Epoch 46 lr-Adam: 0.00640000
01/05/2025 17:48:52 Epoch 46 val_e_rmse: 0.00611267
01/05/2025 17:48:52 Epoch 46 val_f_rmse: 0.06441497
01/05/2025 17:50:39 Epoch 47 val_loss: 4.62342739
01/05/2025 17:50:39 Epoch 47 train_e: 0.00237573
01/05/2025 17:50:39 Epoch 47 train_f: 0.04309120
01/05/2025 17:50:39 Epoch 47 train_e_rmse: 0.00237573
01/05/2025 17:50:39 Epoch 47 train_f_rmse: 0.04309120
01/05/2025 17:50:39 Epoch 47 lr-Adam: 0.00640000
01/05/2025 17:50:39 Epoch 47 val_e_rmse: 0.00949133
01/05/2025 17:50:39 Epoch 47 val_f_rmse: 0.06617839
01/05/2025 17:52:25 Epoch 48 val_loss: 5.05028486
01/05/2025 17:52:25 Epoch 48 train_e: 0.01980525
01/05/2025 17:52:25 Epoch 48 train_f: 0.04167033
01/05/2025 17:52:25 Epoch 48 train_e_rmse: 0.01980525
01/05/2025 17:52:25 Epoch 48 train_f_rmse: 0.04167033
01/05/2025 17:52:25 Epoch 48 lr-Adam: 0.00640000
01/05/2025 17:52:25 Epoch 48 val_e_rmse: 0.02172741
01/05/2025 17:52:25 Epoch 48 val_f_rmse: 0.06295375
01/05/2025 17:54:12 Epoch 49 val_loss: 5.48099422
01/05/2025 17:54:12 Epoch 49 train_e: 0.00147116
01/05/2025 17:54:12 Epoch 49 train_f: 0.04546094
